month,time,dni,optical,cosine,shadow_block,intercept,atmospheric,power_MW,unit_kW_m2,optical_count,cosine_count,shadow_block_count,intercept_count
1,9,0.79253968416,0.488586447579,0.7472602504,0.794418576712,0.969458366994,0.963505340826,41.2115643183,0.387224148849,0.488586447579,0.7472602504,0.794418576712,0.969458366994
1,10.5,0.910091145485,0.565780267524,0.779114478367,0.871066142921,0.962654700963,0.963505340826,54.8011095627,0.514911611764,0.565780267524,0.779114478367,0.871066142921,0.962654700963
1,12,0.939184036289,0.58104081435,0.790082797353,0.882290999243,0.959088071866,0.963505340826,58.0783150122,0.545704257269,0.58104081435,0.790082797353,0.882290999243,0.959088071866
1,13.5,0.910091145485,0.565774327175,0.779114478367,0.871099210741,0.96262890645,0.963505340826,54.8005341843,0.514906205504,0.565774327175,0.779114478367,0.871099210741,0.96262890645
1,15,0.79253968416,0.488588863783,0.7472602504,0.794407048482,0.969451325905,0.963505340826,41.2117681216,0.387226063787,0.488588863783,0.7472602504,0.794407048482,0.969451325905
2,9,0.88757144081,0.54635466787,0.758972991955,0.864126754718,0.965135053003,0.963505340826,51.6100932244,0.484928799754,0.54635466787,0.758972991955,0.864126754718,0.965135053003
2,10.5,0.97080003701,0.589314351058,0.792036543382,0.892084231322,0.956484265097,0.963505340826,60.8882465512,0.572106393818,0.589314351058,0.792036543382,0.892084231322,0.956484265097
2,12,0.992177191786,0.597896565963,0.803392852131,0.891523595255,0.955535463782,0.963505340826,63.1352586986,0.593219335795,0.597896565963,0.803392852131,0.891523595255,0.955535463782
2,13.5,0.97080003701,0.589310622091,0.792036543382,0.892103950664,0.95643984321,0.963505340826,60.8878612725,0.572102773737,0.589310622091,0.792036543382,0.892103950664,0.95643984321
2,15,0.88757144081,0.546394149572,0.758972991955,0.864054854963,0.965272136207,0.963505340826,51.6138227694,0.484963842586,0.546394149572,0.758972991955,0.864054854963,0.965272136207
3,9,0.954822012882,0.576279296422,0.769609134766,0.897061089915,0.957802759865,0.963505340826,58.5614883962,0.550244157791,0.576279296422,0.769609134766,0.897061089915,0.957802759865
3,10.5,1.01478034023,0.60245388738,0.803039092436,0.896675500932,0.954837776034,0.963505340826,65.065762254,0.61135836081,0.60245388738,0.803039092436,0.896675500932,0.954837776034
3,12,1.03080134105,0.611454588598,0.814504885554,0.895819074732,0.9546194701,0.963505340826,67.0804317842,0.630288209918,0.611454588598,0.814504885554,0.895819074732,0.9546194701
3,13.5,1.01478034023,0.602330370449,0.803039092436,0.896680961673,0.954625789928,0.963505340826,65.0524222732,0.611233018256,0.602330370449,0.803039092436,0.896680961673,0.954625789928
