id,unit_kW_m2,optical
1,0.595622211968,0.615479448358
2,0.608464308058,0.628532675259
3,0.605971458059,0.625867289596
4,0.604052616806,0.623771883993
5,0.593985818109,0.612370239776
6,0.591700065011,0.609407625883
7,0.588852545452,0.606127349278
8,0.583971863616,0.600992117904
9,0.578488739852,0.595210627224
10,0.574927918251,0.59199640479
11,0.571920629949,0.589209538108
12,0.566353041521,0.583330941347
13,0.559123841758,0.575538829489
14,0.553253911504,0.569360678168
15,0.546543050718,0.562236816655
16,0.539678130174,0.554813932597
17,0.53210329627,0.546283812803
18,0.52349123375,0.536868101607
19,0.515375155942,0.527727504846
20,0.508549245438,0.520197079702
21,0.50274529017,0.513924305506
22,0.497602062617,0.508560087529
23,0.494779469031,0.505898328243
24,0.493048070128,0.504468918901
25,0.490545020912,0.502146240826
26,0.487373456766,0.498668109893
27,0.48422216478,0.494993781013
28,0.482030653804,0.492576090968
29,0.48076318363,0.491479438959
30,0.482527615614,0.493476724443
31,0.481501316065,0.492209252187
32,0.481375185255,0.491908346178
33,0.483357314009,0.494089625859
34,0.486643025437,0.497960115363
35,0.490770867158,0.502462338751
36,0.493372328094,0.504832261319
37,0.494490136349,0.50562048791
38,0.498201811539,0.509144943022
39,0.502585957057,0.513750226733
40,0.508705396632,0.520375084868
41,0.516324295056,0.52868255378
42,0.523895666263,0.537226112046
43,0.532117201016,0.546282083067
44,0.53930739028,0.554392830343
45,0.54667769978,0.562328641676
46,0.552753743446,0.568888305186
47,0.558960780505,0.575394669899
48,0.566512082471,0.583467046282
49,0.57232872709,0.589625177207
50,0.574706279979,0.591834588466
51,0.578898441127,0.595571692261
52,0.584468544793,0.601476954022
53,0.586891254703,0.604094411398
54,0.591904752171,0.609611276998
55,0.595276754104,0.613721508295
56,0.60386692712,0.623481270117
57,0.606062487183,0.625974999744
58,0.608515599386,0.628543316772
59,0.625493304924,0.644187064342
60,0.623798533469,0.641995604043
61,0.623509871668,0.641833763332
62,0.620255251271,0.638750323654
63,0.595513719157,0.612552217834
64,0.610355266341,0.627658040812
65,0.607831721822,0.625249618592
66,0.603541006762,0.620737004717
67,0.596876579009,0.61362769281
68,0.584780557397,0.600991422544
69,0.584535570212,0.600561249267
70,0.57773709621,0.593011468656
71,0.571012721595,0.585957258838
72,0.566883749803,0.582181345639
73,0.562713786911,0.578008419531
74,0.554434529477,0.5691431411
75,0.546717879008,0.560756209351
76,0.539568791909,0.553216476481
77,0.532603047983,0.545499118685
78,0.524967142467,0.537147534025
79,0.518469784233,0.529955102503
80,0.513152394842,0.524491450154
81,0.510489111786,0.522196433435
82,0.509215002377,0.521205338036
83,0.503578422567,0.515496845961
84,0.500177940789,0.51154094128
85,0.496512147671,0.507319653042
86,0.495082835264,0.505757115843
87,0.494154337483,0.504816516286
88,0.494069992405,0.504811625657
89,0.494796231331,0.50543350369
90,0.496422106985,0.507200408128
91,0.500043382888,0.511382774941
92,0.503130473795,0.515077496906
93,0.508650557933,0.520655982354
94,0.510406032186,0.522153870246
95,0.513318652664,0.5246581283
96,0.516982636197,0.528464746947
97,0.524527533537,0.536726013831
98,0.533169189522,0.546115960871
99,0.539508718785,0.553211157466
100,0.54603696648,0.560030522396
101,0.554893220291,0.569583585889
102,0.561551034058,0.576857591486
103,0.566376436649,0.581640952837
104,0.571261130438,0.586264059863
105,0.577423724708,0.592761797878
106,0.584918933179,0.60085084887
107,0.584865074794,0.601038272187
108,0.598093300387,0.614765368772
109,0.604016912326,0.621230637009
110,0.607747799029,0.625147012655
111,0.610825326021,0.628180449095
112,0.596049812789,0.613141178146
113,0.621203280714,0.639730644314
114,0.622510759754,0.640717521839
115,0.623688767309,0.641852765187
116,0.624997354299,0.643661852064
117,0.63739646766,0.655544949101
118,0.642263432115,0.660400976538
119,0.641054184977,0.659453656917
120,0.642366062768,0.661333294365
121,0.638873484755,0.658164848223
122,0.634931004538,0.653489409273
123,0.630783706626,0.649133369549
124,0.628572427729,0.6471307537
125,0.622123131516,0.640202722662
126,0.60197153934,0.618917242062
127,0.606680773829,0.623597283372
128,0.599165486498,0.615301642078
129,0.590891218561,0.606221287545
130,0.582703491942,0.597647276701
131,0.578204591511,0.593546594711
132,0.572205455335,0.587157295487
133,0.564687702322,0.579061237217
134,0.557528217657,0.57164482335
135,0.551380001112,0.565269931851
136,0.543833022605,0.557048175295
137,0.534198361554,0.546450854597
138,0.527991792789,0.539675774288
139,0.523886642046,0.535697237956
140,0.520851207112,0.532949180343
141,0.517125431609,0.529212403851
142,0.511940020531,0.523745487075
143,0.506707270374,0.517728256583
144,0.504569438843,0.515160589299
145,0.503388595417,0.513768735528
146,0.503872117048,0.514154418695
147,0.503221841596,0.513618272521
148,0.504237178822,0.514843597124
149,0.50684615371,0.517833311627
150,0.51233109426,0.524093090831
151,0.516959080594,0.52911551722
152,0.520740246421,0.532854672117
153,0.523073789047,0.534854031155
154,0.527838660967,0.539482135457
155,0.533783021438,0.54596842737
156,0.543093846,0.55633721553
157,0.551771814136,0.565697475637
158,0.557780217163,0.571891088697
159,0.564628672802,0.579029813344
160,0.572315472191,0.587290020693
161,0.578802236306,0.594088726879
162,0.58308772193,0.598083526645
163,0.590682668463,0.606022124882
164,0.599726118413,0.615919455353
165,0.607093945632,0.624119241637
166,0.602225647082,0.619221163362
167,0.621906909568,0.639934675861
168,0.627404116532,0.645945602369
169,0.631352399842,0.649724600428
170,0.634841839282,0.653423353965
171,0.639292436419,0.658558454237
172,0.642346960876,0.661419927914
173,0.641330133024,0.659668689663
174,0.641758190431,0.659909971301
175,0.656261613539,0.674011450743
176,0.656804687263,0.675013062309
177,0.657963666867,0.676968313303
178,0.660000437594,0.679852779458
179,0.657405850374,0.677432517275
180,0.651959432775,0.671440382611
181,0.64716374227,0.666485473765
182,0.643077273262,0.66227253657
183,0.635836748633,0.654631548714
184,0.621786688221,0.639562259826
185,0.617628850714,0.634775019564
186,0.608918866165,0.62509286695
187,0.599236779528,0.614506726088
188,0.591390886536,0.606246500101
189,0.584743690925,0.599349269001
190,0.577678932025,0.592046436098
191,0.570862389477,0.584957346995
192,0.564777043606,0.579079798206
193,0.558642404814,0.572730693493
194,0.547195725316,0.560199884536
195,0.539316206825,0.551327402929
196,0.532810193253,0.544510121358
197,0.530100590335,0.542117955726
198,0.527297828378,0.539481659911
199,0.521597247322,0.533565389009
200,0.515016915988,0.526307708031
201,0.511078567068,0.521689420864
202,0.508903774254,0.519063259938
203,0.507255654882,0.516899811126
204,0.507348912918,0.516955651656
205,0.508897853759,0.519008906192
206,0.511606187508,0.522218735628
207,0.514971606037,0.526279354661
208,0.5209925836,0.532976899128
209,0.526582559644,0.538765818665
210,0.530540237128,0.542578009862
211,0.532944355886,0.544598470577
212,0.538551569241,0.550521261633
213,0.547666214019,0.560673055344
214,0.558556368907,0.572667343172
215,0.564890928645,0.57913598525
216,0.570716335798,0.584888896794
217,0.577445358367,0.591755017571
218,0.58480145237,0.59947193117
219,0.592003545943,0.606849828966
220,0.599631467363,0.614877640766
221,0.609200000099,0.625432135988
222,0.618057204284,0.63515733703
223,0.620597675182,0.638255456016
224,0.635844375722,0.654620509526
225,0.643498482438,0.662705115301
226,0.646627911948,0.665915823223
227,0.651265372497,0.670701496555
228,0.657576555485,0.677588962942
229,0.659764345704,0.679681050654
230,0.657551790109,0.676574437101
231,0.656734197029,0.6750201076
232,0.655708190863,0.673454104335
233,0.641911841013,0.657153034832
234,0.668279316554,0.686046860839
235,0.671189764123,0.690111546712
236,0.671854258303,0.691697333584
237,0.67194866113,0.692441112755
238,0.671160754525,0.691945736552
239,0.664273823929,0.684430167363
240,0.658105875259,0.677665725816
241,0.6535677808,0.673148191632
242,0.645770902711,0.665041358312
243,0.635790949053,0.654124233187
244,0.624981220683,0.642138555207
245,0.614566121313,0.630641439345
246,0.604148907536,0.619225033291
247,0.595340811981,0.610011116217
248,0.590302108145,0.605132637078
249,0.584166903556,0.599018396229
250,0.578338797399,0.593492612586
251,0.570927600831,0.585852757575
252,0.560399178912,0.574219775491
253,0.550315028804,0.562986769574
254,0.542217659372,0.554186189885
255,0.537525170879,0.549553057293
256,0.533655290993,0.545794277777
257,0.528798199897,0.540808901024
258,0.523006669006,0.534675307907
259,0.5179972127,0.529160615084
260,0.517126711876,0.528323298657
261,0.516040000732,0.527150151061
262,0.51518142254,0.525563507672
263,0.515984166296,0.527051131599
264,0.516867250675,0.528099707541
265,0.51837229699,0.529572456837
266,0.522640554135,0.534258686173
267,0.527961994762,0.539938954496
268,0.533086778026,0.545225475679
269,0.537656825563,0.549629105255
270,0.542000434127,0.553921589486
271,0.550105977902,0.562795338908
272,0.560440501776,0.574272408638
273,0.571477230378,0.586424880105
274,0.578812060815,0.593880893549
275,0.583622414351,0.598456867471
276,0.59056965461,0.605453630543
277,0.596194276353,0.610859610064
278,0.604868029625,0.619980146816
279,0.615226474913,0.631329190909
280,0.625085431405,0.642207211111
281,0.636250520331,0.654547029949
282,0.646621965919,0.665891423777
283,0.652106870767,0.671731015168
284,0.657203653377,0.676752222102
285,0.664153005957,0.6843248834
286,0.670381716306,0.691115824425
287,0.671069895594,0.691555906906
288,0.67309907076,0.692911888297
289,0.67101022998,0.689829714397
290,0.668619068501,0.686367988081
291,0.679007012748,0.700210986567
292,0.699257455058,0.721259097995
293,0.697968953775,0.719413902835
294,0.688905726438,0.710916850993
295,0.696752146851,0.719788555099
296,0.690371138935,0.711456288756
297,0.66951592455,0.6878988773
298,0.678440376568,0.698623043648
299,0.681102582025,0.70153406537
300,0.663513181631,0.681187219995
301,0.653431634469,0.67002077045
302,0.665069027171,0.683717323917
303,0.657010725493,0.675514940146
304,0.638652834337,0.655201496531
305,0.644588932123,0.661878911745
306,0.648015755947,0.667290159258
307,0.634802606854,0.65354750499
308,0.629017195248,0.645942508944
309,0.624323393153,0.641152479144
310,0.616015709717,0.633410107511
311,0.613555406132,0.630983932415
312,0.608428958452,0.62520332152
313,0.598469469748,0.614633667117
314,0.591715104935,0.607634537314
315,0.588396202424,0.603820136735
316,0.577908822063,0.59253403492
317,0.565800576684,0.579078899355
318,0.563253052023,0.575947061992
319,0.555979902666,0.567839101523
320,0.545922848426,0.556940086557
321,0.542222958227,0.552776376639
322,0.536226977009,0.546292034494
323,0.529718456461,0.539696344871
324,0.529854267892,0.540186298685
325,0.528715485821,0.539571346408
326,0.526999591418,0.538151874194
327,0.523050185587,0.533969381195
328,0.520808566103,0.53146173011
329,0.518682731261,0.529250884872
330,0.516917054114,0.527485691371
331,0.517947136244,0.528684219798
332,0.518170860089,0.529007888665
333,0.518190862754,0.529030400242
334,0.518235400093,0.529046684962
335,0.518030527474,0.528805265337
336,0.516768337868,0.527370090815
337,0.519312296669,0.529923078405
338,0.521217416196,0.531895809172
339,0.523307175941,0.53419713371
340,0.527002611777,0.538164262664
341,0.528976170324,0.539834216423
342,0.530433640441,0.540782234329
343,0.530646794337,0.540590830771
344,0.536350174623,0.546382125224
345,0.542523742879,0.553142229965
346,0.545374598929,0.556415979032
347,0.555764090593,0.56759705652
348,0.562658301831,0.575278184286
349,0.566595557423,0.579907451578
350,0.578915109343,0.593539438026
351,0.588028789857,0.603475758508
352,0.591099839711,0.606997789199
353,0.597685823674,0.613774125542
354,0.609255020581,0.625938587748
355,0.613376071356,0.630763148036
356,0.616395045046,0.633829085002
357,0.624847777118,0.641693152612
358,0.627902993986,0.6448205992
359,0.634913626234,0.653593617103
360,0.647333914127,0.666600497398
361,0.644109984187,0.661362516414
362,0.637885120616,0.654373966457
363,0.657112256175,0.675629887296
364,0.664472156447,0.683064554099
365,0.654098600686,0.670720143946
366,0.663550204699,0.681178751307
367,0.680902750033,0.701287290085
368,0.677714132469,0.69786471024
369,0.668928604488,0.687383130678
370,0.690403231116,0.711552942206
371,0.696721184854,0.71986581748
372,0.689334815578,0.711364203625
373,0.697987851469,0.719388048844
374,0.698658014686,0.720686855379
375,0.687688154075,0.707188306663
376,0.685676087472,0.704880242455
377,0.684432183192,0.703265821625
378,0.685583025871,0.704937825093
379,0.686461073304,0.706540652288
380,0.663487159487,0.681569492117
