month,time,dni,optical,cosine,shadow_block,intercept,atmospheric,power_MW,unit_kW_m2,optical_count,cosine_count,shadow_block_count,intercept_count
1,9,0.79253968416,0.489910534861,0.7472602504,0.776827103235,0.992970785636,0.963505340826,41.3232491766,0.388273540565,0.489910534861,0.7472602504,0.776827103235,0.992970785636
1,10.5,0.910091145485,0.568437124307,0.779114478367,0.849774410725,0.990241383741,0.963505340826,55.0584509867,0.517329593597,0.568437124307,0.779114478367,0.849774410725,0.990241383741
1,12,0.939184036289,0.584093841104,0.790082797353,0.85893359011,0.988391495122,0.963505340826,58.3834823003,0.54857161126,0.584093841104,0.790082797353,0.85893359011,0.988391495122
1,13.5,0.910091145485,0.568462821269,0.779114478367,0.849775017474,0.990298667727,0.963505340826,55.0609399777,0.517352980174,0.568462821269,0.779114478367,0.849775017474,0.990298667727
1,15,0.79253968416,0.48990166774,0.7472602504,0.776788271299,0.99301828671,0.963505340826,41.3225012477,0.38826651302,0.48990166774,0.7472602504,0.776788271299,0.99301828671
2,9,0.88757144081,0.548643333407,0.758972991955,0.844059138611,0.991291674101,0.963505340826,51.8262865667,0.486960153923,0.548643333407,0.758972991955,0.844059138611,0.991291674101
2,10.5,0.97080003701,0.592651230484,0.792036543382,0.867855834013,0.987396632363,0.963505340826,61.233014563,0.575345836488,0.592651230484,0.792036543382,0.867855834013,0.987396632363
2,12,0.992177191786,0.601369612112,0.803392852131,0.867532740176,0.986233771548,0.963505340826,63.5019971608,0.596665212971,0.601369612112,0.803392852131,0.867532740176,0.986233771548
2,13.5,0.97080003701,0.592627953069,0.792036543382,0.867904677307,0.987306349316,0.963505340826,61.2306095292,0.575323238772,0.592627953069,0.792036543382,0.867904677307,0.987306349316
2,15,0.88757144081,0.548688416192,0.758972991955,0.844091296307,0.991305152246,0.963505340826,51.8305452047,0.487000168115,0.548688416192,0.758972991955,0.844091296307,0.991305152246
3,9,0.954822012882,0.579354215084,0.769609134766,0.873108156648,0.988267846716,0.963505340826,58.8739615575,0.553180157817,0.579354215084,0.769609134766,0.873108156648,0.988267846716
3,10.5,1.01478034023,0.605951240761,0.803039092436,0.873119381504,0.985013170901,0.963505340826,65.443480729,0.614907406264,0.605951240761,0.803039092436,0.873119381504,0.985013170901
3,12,1.03080134105,0.615091060866,0.814504885554,0.872598184122,0.98455128931,0.963505340826,67.4793757687,0.634036690409,0.615091060866,0.814504885554,0.872598184122,0.98455128931
3,13.5,1.01478034023,0.60586247639,0.803039092436,0.87300773969,0.985007385882,0.963505340826,65.4338940675,0.614817329925,0.60586247639,0.803039092436,0.87300773969,0.985007385882
3,15,0.954822012882,0.579322653994,0.769609134766,0.873037167016,0.988297746913,0.963505340826,58.8707543203,0.553150022595,0.579322653994,0.769609134766,0.873037167016,0.988297746913
4,9,0.999277479237,0.591412519882,0.777141886626,0.880562371369,0.985760353962,0.963505340826,62.8974849585,0.590985212057,0.591412519882,0.777141886626,0.880562371369,0.985760353962
4,10.5,1.04404303235,0.618096888522,0.809753886442,0.879891913735,0.984468005063,0.963505340826,68.6802113266,0.645319749776,0.618096888522,0.809753886442,0.879891913735,0.984468005063
4,12,1.05645268861,0.629227089005,0.820937221271,0.881568057821,0.98491886293,0.963505340826,70.7479939547,0.664748649926,0.629227089005,0.820937221271,0.881568057821,0.98491886293
4,13.5,1.04404303235,0.618126946178,0.809753886442,0.879893127233,0.984512262118,0.963505340826,68.6835512014,0.645351131263,0.618126946178,0.809753886442,0.879893127233,0.984512262118
4,15,0.999277479237,0.591419079448,0.777141886626,0.880583910958,0.98575084006,0.963505340826,62.8981825768,0.590991766883,0.591419079448,0.777141886626,0.880583910958,0.98575084006
5,9,1.0199091179,0.597158715978,0.779696942799,0.884526262523,0.984865061005,0.963505340826,64.8198342189,0.609047619259,0.597158715978,0.779696942799,0.884526262523,0.984865061005
5,10.5,1.05724714116,0.626083004442,0.810950609669,0.887258453227,0.985080011897,0.963505340826,70.4474212398,0.661924466578,0.626083004442,0.810950609669,0.887258453227,0.985080011897
5,12,1.06784732468,0.639097028741,0.821674786095,0.89149962867,0.986004308338,0.963505340826,72.6327735565,0.682458052351,0.639097028741,0.821674786095,0.89149962867,0.986004308338
5,13.5,1.05724714116,0.625969362721,0.810950609669,0.887175328615,0.98499188502,0.963505340826,70.4346341714,0.661804319193,0.625969362721,0.810950609669,0.887175328615,0.98499188502
5,15,1.0199091179,0.597126330309,0.779696942799,0.884571465323,0.98474927754,0.963505340826,64.8163188492,0.60901458882,0.597126330309,0.779696942799,0.884571465323,0.98474927754
6,9,1.02588144534,0.59896965497,0.779997173033,0.88624427229,0.984654887035,0.963505340826,65.3971258351,0.614471855354,0.59896965497,0.779997173033,0.88624427229,0.984654887035
6,10.5,1.06089987163,0.628769970917,0.81056936601,0.890625303374,0.9852812794,0.963505340826,70.9941976337,0.66706198143,0.628769970917,0.81056936601,0.890625303374,0.9852812794
6,12,1.07092807872,0.642559029161,0.821063721752,0.895883996874,0.98654933452,0.963505340826,73.2369082898,0.688134506564,0.642559029161,0.821063721752,0.895883996874,0.98654933452
6,13.5,1.06089987163,0.628664555416,0.81056936601,0.890493942218,0.985276578541,0.963505340826,70.9822952063,0.666950146138,0.628664555416,0.81056936601,0.890493942218,0.985276578541
6,15,1.02588144534,0.599006223926,0.779997173033,0.886241238545,0.984735499777,0.963505340826,65.4011185326,0.614509370768,0.599006223926,0.779997173033,0.886241238545,0.984735499777
7,9,1.01970089555,0.597130557004,0.779681010577,0.884517768037,0.984892314228,0.963505340826,64.8035447971,0.608894563736,0.597130557004,0.779681010577,0.884517768037,0.984892314228
7,10.5,1.05711768532,0.625894615146,0.810955152746,0.887156216022,0.984899009792,0.963505340826,70.4176000872,0.661644266818,0.625894615146,0.810955152746,0.887156216022,0.984899009792
7,12,1.06773723073,0.639012934083,0.821686236529,0.891380099119,0.986038913226,0.963505340826,72.6157289,0.682297900639,0.639012934083,0.821686236529,0.891380099119,0.986038913226
7,13.5,1.05711768532,0.626013836694,0.810955152746,0.887215980798,0.985034909339,0.963505340826,70.43101336,0.661770298024,0.626013836694,0.810955152746,0.887215980798,0.985034909339
7,15,1.01970089555,0.597175419358,0.779681010577,0.884572375447,0.984894990258,0.963505340826,64.8084134803,0.608940309918,0.597175419358,0.779681010577,0.884572375447,0.984894990258
8,9,0.997742731825,0.59103110244,0.776903626086,0.880349705848,0.985841103472,0.963505340826,62.7603814732,0.589696986742,0.59103110244,0.776903626086,0.880349705848,0.985841103472
8,10.5,1.04304198725,0.617660468393,0.809578299209,0.879580651503,0.984508758341,0.963505340826,68.5659130537,0.644245802398,0.617660468393,0.809578299209,0.879580651503,0.984508758341
8,12,1.05558045461,0.628603251201,0.820782914749,0.881073860768,0.984839200193,0.963505340826,70.6194984943,0.663541305674,0.628603251201,0.820782914749,0.881073860768,0.984839200193
8,13.5,1.04304198725,0.617562268641,0.809578299209,0.879523010349,0.984425593903,0.963505340826,68.5550119907,0.644143375933,0.617562268641,0.809578299209,0.879523010349,0.984425593903
8,15,0.997742731825,0.591111512343,0.776903626086,0.880396122146,0.98592182233,0.963505340826,62.768920036,0.589777215138,0.591111512343,0.776903626086,0.880396122146,0.98592182233
9,9,0.951910281491,0.578476830342,0.769111046014,0.872382181481,0.98858948991,0.963505340826,58.6055373856,0.550658042407,0.578476830342,0.769111046014,0.872382181481,0.98858948991
9,10.5,1.01286068713,0.605334051973,0.802549011503,0.872803872029,0.985227801957,0.963505340826,65.2531506844,0.613119063823,0.605334051973,0.802549011503,0.872803872029,0.985227801957
9,12,1.02911386732,0.614250598581,0.81401805896,0.872131594148,0.984574125597,0.963505340826,67.2768555501,0.632133809007,0.614250598581,0.81401805896,0.872131594148,0.984574125597
9,13.5,1.01286068713,0.605231978538,0.802549011503,0.872757759106,0.985105234784,0.963505340826,65.2421474817,0.613015677653,0.605231978538,0.802549011503,0.872757759106,0.985105234784
9,15,0.951910281491,0.578432306008,0.769111046014,0.872333338187,0.988518477012,0.963505340826,58.6010266216,0.550615659236,0.578432306008,0.769111046014,0.872333338187,0.988518477012
10,9,0.877366725061,0.542873365,0.757538071138,0.838013188296,0.991587664011,0.963505340826,50.6916420849,0.476299026373,0.542873365,0.757538071138,0.838013188296,0.991587664011
10,10.5,0.964204653763,0.590764694444,0.790488890218,0.867037936374,0.987725802408,0.963505340826,60.6234185085,0.569618067662,0.590764694444,0.790488890218,0.867037936374,0.987725802408
10,12,0.986399187289,0.599515595417,0.801809396145,0.86687502427,0.986462299026,0.963505340826,62.9375534714,0.591361696087,0.599515595417,0.801809396145,0.86687502427,0.986462299026
10,13.5,0.964204653763,0.59068951244,0.790488890218,0.866932058675,0.987743693164,0.963505340826,60.61570344,0.569545576824,0.59068951244,0.790488890218,0.866932058675,0.987743693164
10,15,0.877366725061,0.54277437543,0.757538071138,0.837916108458,0.991524255435,0.963505340826,50.6823987803,0.476212176218,0.54277437543,0.757538071138,0.837916108458,0.991524255435
11,9,0.782658529357,0.483338823369,0.746227477826,0.76842575334,0.993122037765,0.963505340826,40.2606395134,0.37828925268,0.483338823369,0.746227477826,0.76842575334,0.993122037765
11,10.5,0.903846163632,0.565196872448,0.777947496058,0.846701530464,0.99052256388,0.963505340826,54.3689486582,0.510851024859,0.565196872448,0.777947496058,0.846701530464,0.99052256388
11,12,0.9337570793,0.581778396682,0.788872478996,0.857185546268,0.988334365997,0.963505340826,57.816016275,0.543239696486,0.581778396682,0.788872478996,0.857185546268,0.988334365997
11,13.5,0.903846163632,0.565165169187,0.777947496058,0.846657541162,0.990534730113,0.963505340826,54.3658989723,0.510822369988,0.565165169187,0.777947496058,0.846657541162,0.990534730113
11,15,0.782658529357,0.483291257597,0.746227477826,0.768307437286,0.993136364348,0.963505340826,40.2566774306,0.378252024922,0.483291257597,0.746227477826,0.768307437286,0.993136364348
12,9,0.738621609587,0.452255671159,0.741952978418,0.727225676646,0.993346976432,0.963505340826,35.5518902893,0.334045811776,0.452255671159,0.741952978418,0.727225676646,0.993346976432
12,10.5,0.876041887707,0.549408039526,0.773077211543,0.831255521416,0.991273009624,0.963505340826,51.224360895,0.481304456068,0.549408039526,0.773077211543,0.831255521416,0.991273009624
12,12,0.909644265977,0.570217246897,0.783809499822,0.847439033861,0.989013571576,0.963505340826,55.2037526448,0.518694849001,0.570217246897,0.783809499822,0.847439033861,0.989013571576
12,13.5,0.876041887707,0.549379377268,0.773077211543,0.831167542812,0.991320956322,0.963505340826,51.2216885536,0.48127934673,0.549379377268,0.773077211543,0.831167542812,0.991320956322
12,15,0.738621609587,0.452217444838,0.741952978418,0.727209901173,0.993358681402,0.963505340826,35.5488853121,0.334017576989,0.452217444838,0.741952978418,0.727209901173,0.993358681402
