id,unit_kW_m2,optical
1,0.565175130646,0.582676436042
2,0.607919992244,0.627914865691
3,0.606936010646,0.626861515912
4,0.603893886631,0.623588529159
5,0.5707440739,0.586931573359
6,0.591241031801,0.608962043128
7,0.588319397542,0.605628169704
8,0.569722684936,0.580632695034
9,0.559534708795,0.573745773523
10,0.561486304551,0.577895516885
11,0.57173267939,0.58903108856
12,0.566255944446,0.583187301057
13,0.559202065084,0.575642072133
14,0.552812623459,0.568921097888
15,0.546745899629,0.562398292393
16,0.539822923476,0.554931750718
17,0.531532076054,0.545707813267
18,0.523659691764,0.537020175699
19,0.516190594709,0.528612829608
20,0.513899636595,0.525640830424
21,0.502460584331,0.513596029705
22,0.498249470351,0.509180073777
23,0.49493182127,0.506094054049
24,0.492962349057,0.504411730064
25,0.490691388838,0.502351524294
26,0.486724123963,0.498024409846
27,0.483883628365,0.49465669981
28,0.481785351198,0.492328103382
29,0.480650378084,0.491333174244
30,0.48284478771,0.493810222187
31,0.480831770456,0.491502740256
32,0.481821753972,0.492367899773
33,0.483387763992,0.494156706162
34,0.487011513829,0.498315700166
35,0.490682250669,0.502366688864
36,0.492808979218,0.504259875337
37,0.49488027711,0.506017390744
38,0.498186274456,0.509118127541
39,0.502649794159,0.513809023296
40,0.508435513037,0.520123337141
41,0.516067798729,0.528467733521
42,0.523284127319,0.536632065618
43,0.531856312871,0.546026396729
44,0.540011572671,0.555137007547
45,0.546952467728,0.56261436483
46,0.553023551176,0.569108396217
47,0.559353351324,0.575832947258
48,0.56641847414,0.583367157781
49,0.571800214008,0.589056408235
50,0.561661098628,0.57809397255
51,0.559533833627,0.573758627669
52,0.562935679139,0.573751953384
53,0.588334268126,0.605574104379
54,0.591334697922,0.609029459235
55,0.570876492398,0.587078577916
56,0.603744402443,0.623455240673
57,0.607005271497,0.626950599223
58,0.608139623839,0.62816004371
59,0.622945776871,0.641394218541
60,0.623378117202,0.641540191269
61,0.622418110093,0.640691738008
62,0.604155989068,0.620590657541
63,0.595729244279,0.612824112413
64,0.61100951071,0.628329156776
65,0.604110259853,0.619929105308
66,0.596840883773,0.61242972328
67,0.595133511699,0.611602383326
