month,time,dni,optical,cosine,shadow_block,intercept,atmospheric,power_MW,unit_kW_m2,optical_count,cosine_count,shadow_block_count,intercept_count
1,9,0.79253968416,0.487668416659,0.7472602504,0.775727294846,0.989930225235,0.963505340826,41.1341297302,0.386496572914,0.487668416659,0.7472602504,0.775727294846,0.989930225235
1,10.5,0.910091145485,0.565464515208,0.779114478367,0.848421057102,0.986695648345,0.963505340826,54.7705259983,0.514624248377,0.565464515208,0.779114478367,0.848421057102,0.986695648345
1,12,0.939184036289,0.580959718086,0.790082797353,0.857630596653,0.984610564241,0.963505340826,58.0702089821,0.545628092953,0.580959718086,0.790082797353,0.857630596653,0.984610564241
1,13.5,0.910091145485,0.565473925357,0.779114478367,0.848431599366,0.986694925744,0.963505340826,54.7714374592,0.51463281247,0.565473925357,0.779114478367,0.848431599366,0.986694925744
1,15,0.79253968416,0.487705488157,0.7472602504,0.775751261431,0.989973455534,0.963505340826,41.1372566577,0.386525953547,0.487705488157,0.7472602504,0.775751261431,0.989973455534
2,9,0.88757144081,0.545979744747,0.758972991955,0.842868621248,0.987932717223,0.963505340826,51.5746770041,0.484596028698,0.545979744747,0.758972991955,0.842868621248,0.987932717223
2,10.5,0.97080003701,0.589302448753,0.792036543382,0.866392052074,0.983487464465,0.963505340826,60.8870167992,0.572094839059,0.589302448753,0.792036543382,0.866392052074,0.983487464465
2,12,0.992177191786,0.597925280853,0.803392852131,0.866127888732,0.982136535642,0.963505340826,63.1382908653,0.593247826055,0.597925280853,0.803392852131,0.866127888732,0.982136535642
2,13.5,0.97080003701,0.589282864853,0.792036543382,0.866396678535,0.983446912873,0.963505340826,60.8849933811,0.572075827008,0.589282864853,0.792036543382,0.866396678535,0.983446912873
2,15,0.88757144081,0.545994744433,0.758972991955,0.842881211289,0.98794644822,0.963505340826,51.5760939137,0.484609341991,0.545994744433,0.758972991955,0.842881211289,0.98794644822
3,9,0.954822012882,0.57618059092,0.769609134766,0.87163246726,0.984539238874,0.963505340826,58.5514579455,0.550149911605,0.57618059092,0.769609134766,0.87163246726,0.984539238874
3,10.5,1.01478034023,0.602424117784,0.803039092436,0.871599020222,0.980963682386,0.963505340826,65.0625471009,0.611328151209,0.602424117784,0.803039092436,0.871599020222,0.980963682386
3,12,1.03080134105,0.611381520913,0.814504885554,0.871010549545,0.980341308236,0.963505340826,67.0724157975,0.63021289165,0.611381520913,0.814504885554,0.871010549545,0.980341308236
3,13.5,1.01478034023,0.602379339672,0.803039092436,0.871537055981,0.980957678161,0.963505340826,65.0577110096,0.611282711261,0.602379339672,0.803039092436,0.871537055981,0.980957678161
3,15,0.954822012882,0.576207613943,0.769609134766,0.871616009193,0.984599656447,0.963505340826,58.5542040244,0.550175713783,0.576207613943,0.769609134766,0.871616009193,0.984599656447
4,9,0.999277479237,0.58810600574,0.777141886626,0.879115350871,0.98182266989,0.963505340826,62.5458329111,0.58768108694,0.58810600574,0.777141886626,0.879115350871,0.98182266989
4,10.5,1.04404303235,0.614429675893,0.809753886442,0.878355701135,0.980271053425,0.963505340826,68.2727267672,0.641491021983,0.614429675893,0.809753886442,0.878355701135,0.980271053425
4,12,1.05645268861,0.625295339738,0.820937221271,0.879934462008,0.980460737962,0.963505340826,70.3059224383,0.660594942841,0.625295339738,0.820937221271,0.879934462008,0.980460737962
4,13.5,1.04404303235,0.614403407424,0.809753886442,0.878338939694,0.98024663116,0.963505340826,68.2698079303,0.641463596571,0.614403407424,0.809753886442,0.878338939694,0.98024663116
4,15,0.999277479237,0.58811809667,0.777141886626,0.879124224575,0.9818506548,0.963505340826,62.5471187971,0.587693169134,0.58811809667,0.777141886626,0.879124224575,0.9818506548
5,9,1.0199091179,0.593795005924,0.779696942799,0.883053075975,0.980905214885,0.963505340826,64.4547133185,0.605616940705,0.593795005924,0.779696942799,0.883053075975,0.980905214885
5,10.5,1.05724714116,0.622181088463,0.810950609669,0.885610219595,0.980632514977,0.963505340826,70.0083741539,0.657799177064,0.622181088463,0.810950609669,0.885610219595,0.980632514977
5,12,1.06784732468,0.634910481855,0.821674786095,0.889693791987,0.981398816652,0.963505340826,72.1569764581,0.67798745946,0.634910481855,0.821674786095,0.889693791987,0.981398816652
5,13.5,1.05724714116,0.622155237744,0.810950609669,0.885590348565,0.980620062141,0.963505340826,70.0054654078,0.657771846465,0.622155237744,0.810950609669,0.885590348565,0.980620062141
5,15,1.0199091179,0.593801955122,0.779696942799,0.883076663342,0.980884846512,0.963505340826,64.4554676337,0.605624028256,0.593801955122,0.779696942799,0.883076663342,0.980884846512
6,9,1.02588144534,0.595595105834,0.779997173033,0.884735894299,0.980728737809,0.963505340826,65.0286834397,0.611009968009,0.595595105834,0.779997173033,0.884735894299,0.980728737809
6,10.5,1.06089987163,0.624744639596,0.81056936601,0.888779269571,0.980889244149,0.963505340826,70.5396988812,0.662791507947,0.624744639596,0.81056936601,0.888779269571,0.980889244149
6,12,1.07092807872,0.63828504602,0.821063721752,0.894039707474,0.981844308015,0.963505340826,72.7497727939,0.68355737801,0.63828504602,0.821063721752,0.894039707474,0.981844308015
6,13.5,1.06089987163,0.624734757923,0.81056936601,0.888784957843,0.9808675233,0.963505340826,70.538583145,0.662781024482,0.624734757923,0.81056936601,0.888784957843,0.9808675233
6,15,1.02588144534,0.595573741545,0.779997173033,0.88473255718,0.980702504637,0.963505340826,65.0263508288,0.610988050781,0.595573741545,0.779997173033,0.88473255718,0.980702504637
7,9,1.01970089555,0.593763364577,0.779681010577,0.883040865151,0.98091638,0.963505340826,64.4381205147,0.605461034603,0.593763364577,0.779681010577,0.883040865151,0.98091638
7,10.5,1.05711768532,0.622066544529,0.810955152746,0.885480906216,0.980619340222,0.963505340826,69.9869148898,0.657597545667,0.622066544529,0.810955152746,0.885480906216,0.980619340222
7,12,1.06773723073,0.634827187537,0.821686236529,0.889569939349,0.981414102632,0.963505340826,72.1400718043,0.677828623214,0.634827187537,0.821686236529,0.889569939349,0.981414102632
7,13.5,1.05711768532,0.622096276619,0.810955152746,0.885493647945,0.980660013347,0.963505340826,69.9902599617,0.657628975986,0.622096276619,0.810955152746,0.885493647945,0.980660013347
7,15,1.01970089555,0.593743455828,0.779681010577,0.883030550418,0.980888063907,0.963505340826,64.4359599194,0.605440733634,0.593743455828,0.779681010577,0.883030550418,0.980888063907
8,9,0.997742731825,0.587696192496,0.776903626086,0.8788723479,0.981912469953,0.963505340826,62.406254221,0.586369604584,0.587696192496,0.776903626086,0.8788723479,0.981912469953
8,10.5,1.04304198725,0.613916178338,0.809578299209,0.87800355919,0.980205344543,0.963505340826,68.1502629037,0.640340350659,0.613916178338,0.809578299209,0.87800355919,0.980205344543
8,12,1.05558045461,0.624743959853,0.820782914749,0.879463245573,0.980466712609,0.963505340826,70.1859321406,0.659467513159,0.624743959853,0.820782914749,0.879463245573,0.980466712609
8,13.5,1.04304198725,0.613900310239,0.809578299209,0.877967533468,0.980234873701,0.963505340826,68.1485014008,0.640323799565,0.613900310239,0.809578299209,0.877967533468,0.980234873701
8,15,0.997742731825,0.587748914212,0.776903626086,0.878898893168,0.981972900725,0.963505340826,62.4118526319,0.586422207293,0.587748914212,0.776903626086,0.878898893168,0.981972900725
9,9,0.951910281491,0.57529235854,0.769111046014,0.870934554234,0.984755361267,0.963505340826,58.2829182738,0.547626710958,0.57529235854,0.769111046014,0.870934554234,0.984755361267
9,10.5,1.01286068713,0.601740400379,0.802549011503,0.87128358659,0.98103668842,0.963505340826,64.8657660854,0.6094791954,0.601740400379,0.802549011503,0.87128358659,0.98103668842
9,12,1.02911386732,0.610669667549,0.81401805896,0.870687228176,0.980392337316,0.963505340826,66.8846479066,0.628448623224,0.610669667549,0.81401805896,0.870687228176,0.980392337316
9,13.5,1.01286068713,0.601774197506,0.802549011503,0.871342820461,0.981028823295,0.963505340826,64.8694093118,0.609513427181,0.601774197506,0.802549011503,0.871342820461,0.981028823295
9,15,0.951910281491,0.575318769192,0.769111046014,0.870949267897,0.984791653801,0.963505340826,58.2855939393,0.547651851529,0.575318769192,0.769111046014,0.870949267897,0.984791653801
10,9,0.877366725061,0.540260551729,0.757538071138,0.836834881757,0.988271044741,0.963505340826,50.447666595,0.47400663095,0.540260551729,0.757538071138,0.836834881757,0.988271044741
