month,time,dni,optical,cosine,shadow_block,intercept,atmospheric,power_MW,unit_kW_m2,optical_count,cosine_count,shadow_block_count,intercept_count
1,9,0.79253968416,0.503309955657,0.746455693953,0.796465303127,0.990681826288,0.963785693377,41.2258027052,0.398893113291,0.502177719608,0.74736184253,0.794300089958,0.990340311062
1,10.5,0.910091145485,0.584132905742,0.778328280249,0.873046912353,0.987642479141,0.963785693377,54.9425918581,0.531614185302,0.581855028955,0.779209495614,0.869553890553,0.987288662566
1,12,0.939184036289,0.600489515102,0.789306845644,0.883172853274,0.985693181714,0.963785693377,58.2865986973,0.563970166543,0.597968551952,0.790177189174,0.879446981863,0.985350179188
1,13.5,0.910091145485,0.584154810964,0.778337853568,0.873073867793,0.987651576197,0.963785693377,54.9446522277,0.531634121051,0.58187184941,0.779211095298,0.869587323102,0.987297400995
1,15,0.79253968416,0.503276825872,0.746474006573,0.796373716435,0.990689919848,0.963785693377,41.2230890653,0.398866856622,0.502176523817,0.747364929898,0.794270959114,0.990350959462
2,9,0.88757144081,0.562488151552,0.758349127974,0.865046233638,0.988823056642,0.963785693377,51.5975737394,0.499248419111,0.560483703379,0.758954115427,0.862053075493,0.988512418559
2,10.5,0.97080003701,0.608215455609,0.791416240987,0.891244560828,0.984591699753,0.963785693377,61.0238801251,0.590455586815,0.605719105562,0.792015970317,0.887785950179,0.984286184796
2,12,0.992177191786,0.61748430657,0.802778483294,0.891810231152,0.98326903544,0.963785693377,63.318081235,0.612653845264,0.615072545916,0.803373191515,0.888518900333,0.982973702006
2,13.5,0.97080003701,0.608246694381,0.791426803562,0.891270714872,0.984594262519,0.963785693377,61.0270143945,0.590485913416,0.605748013736,0.792017672031,0.887822326,0.984291235393
2,15,0.88757144081,0.562550707769,0.758369299251,0.865039798698,0.988888592527,0.963785693377,51.6033120807,0.499303942223,0.560535504847,0.758957412267,0.862057075324,0.988579740326
3,9,0.954822012882,0.593349728332,0.769210551142,0.89449263017,0.985678917131,0.963785693377,58.5525417961,0.566543381949,0.590864204459,0.7694537508,0.891285500386,0.985431836076
3,10.5,1.01478034023,0.621115940808,0.802626082168,0.896387300781,0.982046459405,0.963785693377,65.141432145,0.630296245737,0.618865163156,0.802887981378,0.893595515963,0.98177351513
3,12,1.03080134105,0.630848520887,0.814092346072,0.896887307545,0.981370347449,0.963785693377,67.2067116022,0.65027950133,0.628770341366,0.814356430072,0.894382727975,0.981068404005
3,13.5,1.01478034023,0.621146046722,0.802637638239,0.896383412651,0.982081429774,0.963785693377,65.1445895947,0.630326796626,0.618897612821,0.802889765243,0.89360577968,0.98181749024
3,15,0.954822012882,0.593357821825,0.769232863718,0.894468656196,0.98566677389,0.963785693377,58.5533404728,0.566551109794,0.590862439252,0.769457220622,0.891277123382,0.985425946971
4,9,0.999277479237,0.604554234767,0.777004425203,0.901178988411,0.982998806357,0.963785693377,62.4358386332,0.604117431781,0.602207089072,0.776844383083,0.898577041272,0.982820877618
4,10.5,1.04404303235,0.632532756097,0.809582685001,0.902834252069,0.981187582741,0.963785693377,68.2517831152,0.660391416734,0.63063214739,0.80946631234,0.900903358047,0.980899460893
4,12,1.05645268861,0.644003729546,0.820760464091,0.905228304627,0.981363643187,0.963785693377,70.3154915648,0.680359471554,0.642396339704,0.820653941624,0.903765425763,0.980994281379
4,13.5,1.04404303235,0.632538209983,0.809595086102,0.902765787018,0.981239657817,0.963785693377,68.2523716024,0.660397110826,0.630625081864,0.809468137531,0.900839134346,0.980949342776
4,15,0.999277479237,0.604562963268,0.777028762596,0.901150627132,0.982999113562,0.963785693377,62.4367400763,0.604126153974,0.602197842721,0.776847946616,0.898561268354,0.982818953266
5,9,1.0199091179,0.609658756922,0.779755606451,0.904616102382,0.981985010665,0.963785693377,64.2629817562,0.621796524992,0.607459483749,0.77930285761,0.902542684988,0.981834708848
5,10.5,1.05724714116,0.63931004468,0.810962752959,0.909030386692,0.98148351924,0.963785693377,69.8555038621,0.675908717056,0.637667805802,0.810569421879,0.907775746836,0.981156844764
5,12,1.06784732468,0.652450885883,0.821677266712,0.913749357796,0.982146108001,0.963785693377,72.006146732,0.696717932975,0.651114066306,0.821298773064,0.912982394706,0.981702417629
5,13.5,1.05724714116,0.639323333623,0.810975547268,0.909004110402,0.981509138418,0.963785693377,69.8569559052,0.675922766752,0.637663225434,0.81057124208,0.907742389756,0.981185507458
5,15,1.0199091179,0.6096207265,0.779780963238,0.904594943483,0.98192099537,0.963785693377,64.258973041,0.621757737418,0.60739762425,0.779306419241,0.902521629275,0.981771626091
6,9,1.02588144534,0.611133425659,0.780131500127,0.905977613552,0.981729692667,0.963785693377,64.7956416569,0.62695044201,0.608977395571,0.779568023467,0.904092053468,0.981581776546
6,10.5,1.06089987163,0.641443481054,0.810652760212,0.911701325064,0.981706500981,0.963785693377,70.3307704018,0.680507306707,0.639863967923,0.810153936085,0.910668454767,0.981359658684
6,12,1.07092807872,0.655087411147,0.821135998506,0.91721966859,0.982535216457,0.963785693377,72.5056985709,0.701551502614,0.653782250731,0.82065371506,0.916626542576,0.982067193785
6,13.5,1.06089987163,0.641380181286,0.810665642503,0.911626367345,0.981675815132,0.963785693377,70.3238299283,0.680440151991,0.63976715603,0.810155745975,0.910562874324,0.98133078133
6,15,1.02588144534,0.611127300117,0.780157104561,0.905940813842,0.981748933024,0.963785693377,64.7949921941,0.626944157929,0.608946776903,0.779571567387,0.904052432501,0.981604566868
7,9,1.01970089555,0.609593008203,0.779737242585,0.904569753832,0.981982927765,0.963785693377,64.2429329366,0.621602536385,0.607390550747,0.779288072241,0.902485857202,0.981833267595
7,10.5,1.05711768532,0.639266677065,0.810965011413,0.908979905518,0.981484144346,0.963785693377,69.8422122545,0.675780109961,0.637624311383,0.810575082358,0.907723220754,0.981155628304
7,12,1.06773723073,0.652353498861,0.82168648059,0.913601293041,0.982171332581,0.963785693377,71.9879762006,0.696542118332,0.651018906072,0.821311332043,0.91282738239,0.981735192824
7,13.5,1.05711768532,0.639257504107,0.810977802272,0.90893961498,0.981494932032,0.963785693377,69.8412100755,0.675770413065,0.637590535698,0.810576902812,0.907665864688,0.981169978257
7,15,1.01970089555,0.609607610578,0.779762589968,0.904558211688,0.981981691108,0.963785693377,64.2444718313,0.62161742644,0.60737985825,0.779291634281,0.902476121764,0.981830836636
8,9,0.997742731825,0.604200704791,0.776754289402,0.900984072534,0.983099263552,0.963785693377,62.3034910823,0.602836861769,0.601841567354,0.776612241379,0.898354937452,0.982909969901
